iter,obs_within_iter,x1,x2,z,y1,y2,pred_mu_y1,pred_mu_y2,pred_sd_y1,pred_sd_y2,pred_err_y1,pred_err_y2,pred_rmse_iter,hv_after,igd_plus_after,fit_wall_sec,fit_cpu_sec,predict_wall_sec,predict_cpu_sec,acq_wall_sec,acq_cpu_sec,pred_eval_wall_sec,pred_eval_cpu_sec,iter_wall_sec,iter_cpu_sec,total_wall_sec,total_cpu_sec
1,1,-1.8974358974359,-0.256410256410256,c2,1.249552577691,0.552103430777084,1.06961771012394,0.458673008009684,0.188044628834872,0.0357555292368628,0.179934867567064,0.0934304227673992,0.143362827233687,0.254999044710397,0.341327053382374,0.0200000000004366,0.0199999999967986,0.0500000000010914,0.0400000000008731,0.0100000000002183,0.0199999999967986,0.0199999999986176,0,0.110000000000582,0.0799999999944703,0.110000000000582,0.0799999999944703
2,1,-1.69230769230769,0.769230769230769,c2,1.24685219283137,0.707156159849226,0.602435909761141,0.44778606037143,0.00683602761005314,0.0189265051282208,0.644416283070232,0.259370099477796,0.491195070409494,0.254999044710397,0.341327053382374,0.069999999999709,0.0100000000020373,0.0600000000013097,0.069999999999709,0.00999999999839929,0,0,0,0.139999999999418,0.0800000000017462,0.25,0.159999999996217
3,1,0.0512820512820511,-2,c2,1.24957291743429,0.644255185367594,0.602539053584758,0.664342079339507,0.00717434502854891,0.0782574903389033,0.647033863849528,-0.0200868939719132,0.457742451755072,0.254999044710397,0.341327053382374,0.0200000000004366,0.0100000000020373,0.0400000000008731,0.0499999999956344,0,0.0100000000020373,0,0,0.0799999999999272,0.069999999999709,0.350000000000364,0.229999999995925
4,1,0.358974358974359,0.666666666666667,c2,0.365587402745621,0.701383022773779,0.653703569680055,0.665108160538947,0.0766756864095438,0.0730463030346793,-0.288116166934434,0.0362748622348328,0.205337272894069,0.310569129293698,0.312414671879879,0.0100000000002183,0.0400000000008731,0.0799999999999272,0.0100000000020373,0,0.139999999999418,0.0500000000010914,0,0.149999999999636,0.190000000002328,0.5,0.419999999998254
5,1,0.666666666666667,1.07692307692308,c2,0.379249238719175,0.743717680506867,0.400849780949529,0.669442281690472,0.108022490245509,0.0714284962854773,-0.0216005422303538,0.074275398816395,0.0546965186002721,0.310569129293698,0.312414671879879,0.150000000001455,0.0999999999985448,0.0399999999990541,0.0299999999988358,0.0200000000004366,0.279999999998836,0,0,0.210000000000946,0.419999999998254,0.710000000000946,0.839999999996508
6,1,0.666666666666667,0.564102564102564,c2,0.271843507499385,0.719899897008146,0.346485261209843,0.682858181540653,0.0520586881984744,0.0686575234495183,-0.0746417537104587,0.0370417154674927,0.0589214735124108,0.334837843681019,0.290333528775503,0.0100000000002183,0.140000000001919,0.0799999999999272,0.0599999999976717,0,0.259999999997945,0,0,0.0900000000001455,0.459999999997535,0.800000000001091,1.29999999999404
7,1,1.17948717948718,0.769230769230769,c2,0.453081314078292,0.746781401733676,0.301344791642443,0.679348482768575,0.0884857424101095,0.070309230876174,0.151736522435849,0.0674329189651008,0.117412032605434,0.0833265495506362,0.290333528775503,0.0100000000002183,0.0200000000040745,0.0799999999999272,0.0299999999988358,0,0.169999999998254,0.0299999999988358,0,0.119999999998981,0.220000000001164,0.940000000000509,1.52999999999724
8,1,0.461538461538462,0.0512820512820511,c2,0.637624655199521,0.606423218557025,0.461776711774453,0.687102795376805,0.0756565601886392,0.068971338780536,0.175847943425068,-0.0806795768197803,0.136805872174123,0.132178318290761,0.27177077539236,0.0300000000006548,0.0299999999967895,0.0499999999992724,0.0300000000061118,0.0200000000004366,0,0,0.0199999999967986,0.100000000000364,0.0799999999996999,1.04000000000087,1.60999999999694
9,1,0.564102564102564,0.256410256410256,c2,0.450347134452267,0.671475003748176,0.44628194352922,0.655606855720745,0.0158905023663394,0.0619718962299357,0.00406519092304647,0.0158681480274313,0.0115828299448212,0.137245692193815,0.270196669127855,0,0.0900000000008276,0.139999999999418,0.0199999999999818,0.0200000000004366,0.0199999999967986,0.0900000000001455,0,0.25,0.129999999997608,1.30000000000109,1.73999999999455
10,1,0.769230769230769,0.769230769230769,c2,0.257689066499625,0.737210683762659,0.258675366601141,0.708654517640075,0.00457640973577683,0.0603041725809054,-0.000986300101516124,0.0285561661225844,0.0202042991899111,0.137395726201233,0.267391965692744,0.239999999999782,0.180000000002565,0.1200000000008,0.069999999999709,0.0799999999999272,0.180000000000291,0.0900000000001455,0,0.549999999999272,0.430000000002565,1.85000000000036,2.16999999999712
11,1,0.358974358974359,-0.0512820512820513,c2,0.751598750559233,0.541253581808215,0.748413890133832,0.58270982635922,0.00788126117683349,0.0175307841712247,0.00318486042540056,-0.0414562445510049,0.0294003703055081,0.190988372206159,0.252346744474982,0.3700000000008,0.0199999999967986,0.1299999999992,0.0200000000020282,0.0300000000006548,0.160000000003492,0.0799999999999272,0,0.610000000000582,0.200000000002319,2.46000000000095,2.36999999999944
12,1,0.256410256410256,-0.153846153846154,c2,0.861074439083364,0.459008843848494,0.860675476370327,0.502545514459062,0.0051323445642539,0.013842077793888,0.000398962713037188,-0.0435366706105678,0.0307863675926494,0.222872744044853,0.232429152968201,0.299999999999272,0.0199999999999818,0.0900000000001455,0,0.0400000000008731,0.169999999998254,0.069999999999709,0,0.520000000000437,0.189999999998236,2.9900000000016,2.55999999999767
13,1,0.0512820512820511,-0.358974358974359,c2,1.04125358180821,0.251598750559233,1.04094952021112,0.313311374102757,0.00879057355642397,0.0178448292023869,0.000304061597098615,-0.0617126235435244,0.0436379442577191,0.284660283724449,0.165455575473477,0.309999999999491,0.0499999999969987,0.139999999999418,0.0400000000008731,0.0300000000006548,0.290000000000873,0.0799999999999272,0.0100000000020373,0.579999999999927,0.390000000000782,3.57000000000153,2.94999999999845
