iter,obs_within_iter,x1,x2,z,y1,y2,pred_mu_y1,pred_mu_y2,pred_sd_y1,pred_sd_y2,pred_err_y1,pred_err_y2,pred_rmse_iter,hv_after,igd_plus_after,fit_wall_sec,fit_cpu_sec,predict_wall_sec,predict_cpu_sec,acq_wall_sec,acq_cpu_sec,pred_eval_wall_sec,pred_eval_cpu_sec,iter_wall_sec,iter_cpu_sec,total_wall_sec,total_cpu_sec
1,1,-0.564102564102564,2,c1,0.927924194513097,0.981530624675917,0.907802440073312,0.987678964795905,0.0184864899595301,0.0327572552688812,0.0201217544397844,-0.00614834011998799,0.685557937576193,1.00003208434913e-26,0.00190785090720417,0.139999999999418,0,0.0299999999988358,0.0199999999895226,0.0100000000020373,0,0.0199999999967986,0,0.220000000001164,0.0199999999895226,0.220000000001164,0.0199999999895226
1,2,-0.564102564102564,2,c2,0.974636360984997,0.744166943421868,0.00957594446800902,-0.229575552558967,0.018486489959531,0.0327572552688803,0.965060416516988,0.973742495980835,0.685557937576193,1.00003208434913e-26,0.00190785090720417,0.139999999999418,0,0.0299999999988358,0.0199999999895226,0.0100000000020373,0,0.0199999999967986,0,0.220000000001164,0.0199999999895226,0.220000000001164,0.0199999999895226
2,1,-0.461538461538462,-0.974358974358974,c1,0.965071320754109,1.06310784059814,0.954252360668926,1.0260930851021,0.102057998016256,0.123107325415429,0.0108189600851828,0.0370147554960378,0.0225701772923454,1.00003208434913e-26,0.00190785090720417,0.139999999999418,0.0199999999999818,0.0400000000008731,0.0299999999988358,0,0,0.0299999999988358,0,0.229999999995925,0.0499999999988177,0.44999999999709,0.0699999999883403
2,2,-0.461538461538462,-0.974358974358974,c2,0.0637415952782519,-0.161914289569764,0.0526149473051918,-0.182571184185339,0.102057998016256,0.123107325415429,0.0111266479730601,0.0206568946155751,0.0225701772923454,1.00003208434913e-26,0.00190785090720417,0.139999999999418,0.0199999999999818,0.0400000000008731,0.0299999999988358,0,0,0.0299999999988358,0,0.229999999995925,0.0499999999988177,0.44999999999709,0.0699999999883403
3,1,-1.07692307692308,-0.974358974358974,c1,0.991836413604905,1.1596474328251,1.0577681403752,1.15042016204637,0.0862709865773846,0.120302098655709,-0.065931726770296,0.00922727077872754,0.0645758665975681,1.00003208434913e-26,0.00190785090720417,0.17000000000553,0.0100000000093132,0.0799999999944703,0.0199999999895226,0.0200000000040745,0,0.069999999999709,0,0.360000000000582,0.0299999999988358,0.809999999997672,0.0999999999871761
3,2,-1.07692307692308,-0.974358974358974,c2,0.0988593359832907,-0.114389778708476,0.0230011198268695,-0.194972445007975,0.0862709865773852,0.120302098655709,0.0758582161564212,0.0805826662994991,0.0645758665975681,1.00003208434913e-26,0.00190785090720417,0.17000000000553,0.0100000000093132,0.0799999999944703,0.0199999999895226,0.0200000000040745,0,0.069999999999709,0,0.360000000000582,0.0299999999988358,0.809999999997672,0.0999999999871761
4,1,-0.769230769230769,-0.666666666666667,c1,0.961359751520862,1.05342876996076,0.956043139733634,1.05150137187608,0.0114160808319961,0.0127028758400957,0.00531661178722798,0.00192739808467923,0.00322782164136963,1.00003208434913e-26,0.00190785090720417,0.510000000002037,0,0.150000000001455,0.0299999999988358,0.0100000000020373,0,0.159999999996217,0,0.830000000001746,0.0299999999988358,1.63999999999942,0.129999999986012
4,2,-0.769230769230769,-0.666666666666667,c2,0.00274362573696274,-0.24616103282108,0.00399208481249824,-0.249013304872932,0.0114160808319954,0.0127028758400953,-0.0012484590755355,0.00285227205185146,0.00322782164136963,1.00003208434913e-26,0.00190785090720417,0.510000000002037,0,0.150000000001455,0.0299999999988358,0.0100000000020373,0,0.159999999996217,0,0.830000000001746,0.0299999999988358,1.63999999999942,0.129999999986012
5,1,-0.666666666666667,-0.666666666666667,c1,0.95117952954991,1.02904645182734,0.944599301723942,1.02464163258093,0.00306060080782091,0.00382274693323529,0.00658022782596823,0.00440481924640213,0.0039689977217471,1.7220608745815e-06,0,0.819999999999709,0.0200000000186265,0.309999999997672,0.0299999999988358,0.0299999999988358,0,0.370000000002619,0,1.56999999999971,0.0599999999976717,3.22000000000116,0.189999999983684
5,2,-0.666666666666667,-0.666666666666667,c2,0.00163406631981444,-0.247713055045128,0.00109247058471129,-0.247584156303739,0.00306060080781977,0.00382274693323778,0.000541595735103151,-0.000128898741388439,0.0039689977217471,1.7220608745815e-06,0,0.819999999999709,0.0200000000186265,0.309999999997672,0.0299999999988358,0.0299999999988358,0,0.370000000002619,0,1.56999999999971,0.0599999999976717,3.22000000000116,0.189999999983684
