iter,obs_within_iter,x1,x2,z,y1,y2,pred_mu_y1,pred_mu_y2,pred_sd_y1,pred_sd_y2,pred_err_y1,pred_err_y2,pred_rmse_iter,hv_after,igd_plus_after,fit_wall_sec,fit_cpu_sec,predict_wall_sec,predict_cpu_sec,acq_wall_sec,acq_cpu_sec,pred_eval_wall_sec,pred_eval_cpu_sec,iter_wall_sec,iter_cpu_sec,total_wall_sec,total_cpu_sec
1,1,-0.256410256410256,-1.79487179487179,c2,0.500016430060848,0.371088290578625,0.721284223407998,-0.033314283283749,0.339367283069753,0.0829961086394657,-0.221267793347151,0.404402573862374,0.325960793746142,0.00643941800877296,0.424466292981868,0.0199999999967986,0.0200000000186265,0.0100000000020373,0.0699999999987995,0,0,0,0,0.0299999999988358,0.0900000000174259,0.0299999999988358,0.0900000000174259
2,1,1.07692307692308,0.871794871794872,c1,0.122877843998399,0.313452000161444,0.204953242608671,0.315170172003033,0.176014397165817,0.144544543911366,-0.0820753986102717,-0.00171817184158984,0.058048786255667,0.00643941800877296,0.424466292981868,0,0.0099999999802094,0.0100000000020373,0.0200000000186265,0,0,0,0,0.0299999999988358,0.0299999999988358,0.0799999999944703,0.120000000016262
3,1,-0.769230769230769,-0.769230769230769,c2,0.00385195201698296,-0.244611424891375,0.257678279330754,0.0784640989659617,0.125505179855378,0.131749851147012,-0.253826327313771,-0.323075523857337,0.290521598640523,0.154576845523963,0.00381302066298785,0.0800000000017462,0.0199999999995271,0.0299999999988358,0.0200000000004366,0,0,0.0100000000020373,0,0.120000000002619,0.0399999999999636,0.19999999999709,0.160000000016225
4,1,-1.69230769230769,-0.769230769230769,c2,0.385680490609503,0.244464066313647,-0.0569914116680907,-0.280704690698522,0.0923052491580176,0.135454596315215,0.442671902277594,0.525168757012169,0.485675115899389,1.00003208434913e-26,0.00381302066298785,0.0500000000029104,0.0199999999895226,0.0199999999967986,0,0,0,0,0,0.069999999999709,0.0199999999895226,0.269999999996799,0.180000000005748
5,1,-0.769230769230769,-0.461538461538462,c2,0.0315724397518813,-0.206079478716452,0.0634923612372965,-0.218784031070392,0.104464297222841,0.0933979597316358,-0.0319199214854152,0.0127045523539397,0.0242928697167406,1.00003208434913e-26,0.00381302066298785,0.0100000000020373,0.0100000000093132,0.0199999999967986,0.0299999999988358,0,0,0,0,0.0299999999988358,0.0400000000081491,0.299999999995634,0.220000000013897
6,1,-0.666666666666667,-0.666666666666667,c2,0.00163406631981444,-0.247713055045128,-0.00447256196878065,-0.24476230049749,0.0143310423166906,0.0118736436423997,0.0061066282885951,-0.00295075454763782,0.00479572004267738,6.87906115644654e-06,0,0.0100000000020373,0.0199999999895226,0.0299999999988358,0.0100000000093132,0,0,0,0,0.0400000000008731,0.0299999999988358,0.339999999996508,0.250000000012733
7,1,1.17948717948718,1.69230769230769,c1,0.615192188706785,0.62967120710609,0.1687442419104,0.493025272642345,0.197399762219976,0.238514267972119,0.446447946796385,0.136645934463745,0.330142303108961,1.00003425282587e-26,0,0.0200000000040745,0,0.0199999999967986,0.0100000000093132,0,0,0,0,0.0400000000008731,0.0100000000093132,0.379999999997381,0.280000000011569
8,1,0.461538461538462,0.666666666666667,c1,0.0483437220711818,0.274471282878449,0.113814603211004,0.284759718447715,0.102986435303013,0.0932430651739201,-0.0654708811398227,-0.0102884355692656,0.0468630354527303,1.00003425282587e-26,0,0.0100000000020373,0,0.0199999999967986,0.0500000000174623,0,0,0,0,0.0299999999988358,0.0500000000174623,0.409999999996217,0.350000000018554
9,1,0.769230769230769,0.666666666666667,c1,0.00438618666465485,0.252195503450027,0.0356832398924631,0.266703408461276,0.0293860508127169,0.0222910247925933,-0.0312970532278083,-0.0145079050112492,0.0243924665476833,1.00003425282587e-26,0,0.0199999999967986,0.209999999984575,0.0100000000020373,0.0100000000093132,0,0,0,0.0199999999895226,0.0299999999988358,0.239999999983411,0.44999999999709,0.590000000001965
10,1,2,-2,c2,0.988891003461758,0.748163695222971,0.826981698657385,0.609369360895587,0.369195774517067,0.316387509073963,0.161909304804372,0.138794334327384,0.150795374968228,1.00003425282587e-26,0,0.0199999999967986,0.0300000000097498,0.0100000000020373,0.0199999999895226,0,0,0.0200000000040745,0,0.0500000000029104,0.0499999999992724,0.5,0.640000000001237
