iter,obs_within_iter,x1,x2,z,y1,y2,pred_mu_y1,pred_mu_y2,pred_sd_y1,pred_sd_y2,pred_err_y1,pred_err_y2,pred_rmse_iter,hv_after,igd_plus_after,fit_wall_sec,fit_cpu_sec,predict_wall_sec,predict_cpu_sec,acq_wall_sec,acq_cpu_sec,pred_eval_wall_sec,pred_eval_cpu_sec,iter_wall_sec,iter_cpu_sec,total_wall_sec,total_cpu_sec
1,1,-1.17948717948718,-0.461538461538462,c1,0.9927370447649,0.246816990580059,0.941566219233628,0.302369401950131,0.185928249624325,0.185928250273288,0.0511708255312719,-0.0555524113700718,0.053406471002342,0.465877019106494,0.129145954500758,0,0.0200000000004366,0.610000000000582,1.83000000000084,1.44000000000233,15.7799999999997,0,0,2.05000000000291,17.630000000001,2.05000000000291,17.630000000001
1,2,-1.17948717948718,-0.461538461538462,c2,1.2427370447649,-0.00318300941994121,1.19156670432262,0.0523694616694305,0.185928249624325,0.185928250273288,0.0511703404422812,-0.0555524710893717,0.053406471002342,0.465877019106494,0.129145954500758,0,0.0200000000004366,0.610000000000582,1.83000000000084,1.44000000000233,15.7799999999997,0,0,2.05000000000291,17.630000000001,2.05000000000291,17.630000000001
2,1,-0.666666666666667,-0.769230769230769,c1,0.982868322585151,0.0054797239917409,0.892555514903357,0.255116642502048,0.136534722651614,0.136534728863158,0.0903128076817938,-0.249636918510307,0.187716471850181,0.516705945779457,0.108225667826424,0.0199999999967986,0.0200000000095315,0.540000000000873,1.83999999999105,2.13999999999942,29.1599999999953,0,0.0200000000186265,2.69999999999709,31.0400000000145,4.75,48.6700000000155
2,2,-0.666666666666667,-0.769230769230769,c2,1.23286832258515,-0.244520276008259,1.14255595408158,0.00511661428663335,0.136534722651615,0.136534728863159,0.0903123685035716,-0.249636890294892,0.187716471850181,0.516705945779457,0.108225667826424,0.0199999999967986,0.0200000000095315,0.540000000000873,1.83999999999105,2.13999999999942,29.1599999999953,0,0.0200000000186265,2.69999999999709,31.0400000000145,4.75,48.6700000000155
3,1,-0.256410256410256,-0.358974358974359,c1,0.873168276018951,0.276983720761294,0.760769573065829,0.267608928305036,0.0979313502837946,0.0979313645531939,0.112398702953122,0.0093747924562585,0.0797537158285783,0.549562627564589,0.0977312135144755,0.0400000000008731,0.0099999999802094,0.709999999999127,1.37999999999829,2.13999999999942,16.8700000000163,0.0999999999985448,0,2.98999999999796,18.2599999999948,7.73999999999796,66.9300000000103
3,2,-0.256410256410256,-0.358974358974359,c2,1.12316827601895,0.0269837207612942,1.01076999151447,0.0176086882189412,0.0979313502837802,0.0979313645531248,0.112398284504481,0.00937503254235295,0.0797537158285783,0.549562627564589,0.0977312135144755,0.0400000000008731,0.0099999999802094,0.709999999999127,1.37999999999829,2.13999999999942,16.8700000000163,0.0999999999985448,0,2.98999999999796,18.2599999999948,7.73999999999796,66.9300000000103
4,1,-0.666666666666667,-1.38461538461538,c1,0.998093631403399,0.369128644087985,0.858682733957423,0.263944312414833,0.152176845474998,0.152176849787799,0.139410897445976,0.105184331673152,0.123488993357498,0.549562627564589,0.0977312135144755,0.700000000004366,0,0.809999999997672,1.76999999998407,2.83000000000175,22.4700000000212,0.0199999999967986,0,4.37000000000262,24.2400000000052,12.1100000000006,91.1700000000155
4,2,-0.666666666666667,-1.38461538461538,c2,1.2480936314034,0.119128644087985,1.10868306121068,0.0139446296936254,0.152176845474994,0.152176849787786,0.139410570192724,0.105184014394359,0.123488993357498,0.549562627564589,0.0977312135144755,0.700000000004366,0,0.809999999997672,1.76999999998407,2.83000000000175,22.4700000000212,0.0199999999967986,0,4.37000000000262,24.2400000000052,12.1100000000006,91.1700000000155
5,1,0.0512820512820511,0.0512820512820511,c1,0.576927683141867,0.683460499926791,0.504535898978305,0.696869939779786,0.0380354277216126,0.0380354314166418,0.0723917841635624,-0.013409439852995,0.0520595563077516,0.558089201162989,0.0944771417609998,1.02999999999884,0.259999999994761,0.910000000003492,1.6699999999837,2.80999999999767,22.5200000000204,0.0500000000029104,0,4.80000000000291,24.4499999999989,16.9100000000035,115.620000000014
5,2,0.0512820512820511,0.0512820512820511,c2,0.826927683141867,0.433460499926791,0.754535742396359,0.446869938221654,0.0380354277216127,0.038035431416642,0.0723919407455085,-0.013409438294863,0.0520595563077516,0.558089201162989,0.0944771417609998,1.02999999999884,0.259999999994761,0.910000000003492,1.6699999999837,2.80999999999767,22.5200000000204,0.0500000000029104,0,4.80000000000291,24.4499999999989,16.9100000000035,115.620000000014
6,1,-2,-2,c1,0.999999568869173,0.964674342952283,0.793837803080805,-0.176098067114481,0.28969979388329,0.319636899980155,0.206161765788367,1.14077241006676,0.663816104103197,0.558089201162989,0.0944771417609998,0.44999999999709,0.0400000000181535,0.879999999997381,2.22999999999683,3.56000000000495,38.9199999999837,0.0199999999967986,0,4.90999999999622,41.1899999999987,21.8199999999997,156.819999999993
